source,ref,field,error_type,message,span,snippet
"Mock:JEE Main 2026 April 4 shift 2","259af964-15a6-47b0-8dbf-f2fe8db0887d#Q69","q[4]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 73: …,}\Bigr)\right]$̲ =\frac{3x^{2}}…","\frac{d}{dx}\left[\ln\!\Bigl(\tfrac{x^{3}+2}{\,2+e^{-2x}\,}\Bigr)\right]$ =\frac{3x^{2}}{x^{3}+2}+\frac{2e^{-2x}}{2+e^{-2x}} =\frac{6x^{2}+\bigl(3x^{2}+2x^{3}+4\bigr)e^{-2x}} {(x^{3}+2)\,(2+e^{-2x})}=P(x).","The differential equation is linear in $$y$$: $$\frac{dy}{dx}+P(x)\,y = Q(x),$$ where $$P(x)=\frac{6x^{2}+\left(3x^{2}+2x^{3}+4\right)e^{-2x}}{(x^{3}+2)\,(2+e^{-2x})}, \qquad Q(x)=2+e^{-2x}.$$ 1. Find"
"Mock:JEE Main 2026 April 4 shift 2","259af964-15a6-47b0-8dbf-f2fe8db0887d#Q69","q[4]","Got function '$' with no arguments as argument to '…'","KaTeX parse error: Got function '$' with no arguments as argument to '\Bigl' at position 24: …rac{d}{dx}\Bigl$̲[\ln\!\bigl(\tf…","P(x)=\dfrac{d}{dx}\Bigl$[\ln\!\bigl(\tfrac{x^{3}+2}{2+e^{-2x}}\bigr)\Bigr]\$,","The differential equation is linear in $$y$$: $$\frac{dy}{dx}+P(x)\,y = Q(x),$$ where $$P(x)=\frac{6x^{2}+\left(3x^{2}+2x^{3}+4\right)e^{-2x}}{(x^{3}+2)\,(2+e^{-2x})}, \qquad Q(x)=2+e^{-2x}.$$ 1. Find"
"Mock:JEE Main 2026 April 4 shift 2","259af964-15a6-47b0-8dbf-f2fe8db0887d#Q69","q[4]","Got function '$' with no arguments as argument to '…'","KaTeX parse error: Got function '$' with no arguments as argument to '\Bigl' at position 18: …rac{d}{dx}\Bigl$̲[\frac{x^{3}+2}…","\frac{d}{dx}\Bigl$[\frac{x^{3}+2}{\,2+e^{-2x}}\,y\Bigr]\$=x^{3}+2.","The differential equation is linear in $$y$$: $$\frac{dy}{dx}+P(x)\,y = Q(x),$$ where $$P(x)=\frac{6x^{2}+\left(3x^{2}+2x^{3}+4\right)e^{-2x}}{(x^{3}+2)\,(2+e^{-2x})}, \qquad Q(x)=2+e^{-2x}.$$ 1. Find"
"Mock:JEE Main 2026 Jan 23 shift 2","b4e74123-f4a0-4f5a-b0bd-11f44fde5466#Q25","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 69: …ight)^2 \right]$̲ + m \left( \fr…","I_{hole} = \left[ \frac{1}{2} m \left( \frac{r}{4} \right)^2 \right]$ + m \left( \frac{3r}{4} \right)^2","Mass of removed parts (m): For a hole with radius $$r/4$$: $$m = \frac{\pi (r/4)^2}{\pi r^2} \times M = \frac{1}{16} M$$ Moment of Inertia of the Original Disc ($$I_{disc}$$): $$I_{disc} = \frac{1}{2}"
"Mock:JEE Main 2026 Jan 23 shift 2","b4e74123-f4a0-4f5a-b0bd-11f44fde5466#Q25","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 78: …^2}{16} \right]$̲ + \left[ \frac…","I_{hole} = \left[ \frac{1}{2} \cdot \frac{M}{16} \cdot \frac{r^2}{16} \right]$ + \left[ \frac{M}{16} \cdot \frac{9r^2}{16} \right]","Mass of removed parts (m): For a hole with radius $$r/4$$: $$m = \frac{\pi (r/4)^2}{\pi r^2} \times M = \frac{1}{16} M$$ Moment of Inertia of the Original Disc ($$I_{disc}$$): $$I_{disc} = \frac{1}{2}"
"Mock:JEE Main 2026 Jan 23 shift 2","b4e74123-f4a0-4f5a-b0bd-11f44fde5466#Q43","q[4]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 15: -\frac{\Delta}$̲[Br^-]\${}{\Del…","-\frac{\Delta}$[Br^-]\${}{\Delta t} = 2 \times  10^{-4}","At 10:10 am, the rates of reactions I and II are equal. Reaction I: $$A \rightarrow$$ products (first order) Reaction II: $$5Br^-(aq) + BrO_3^-(aq) \rightarrow 3Br_2(aq) + 3H_2O(l)$$ At 10:10 am, $$-\"
"Mock:JEE Main 2026 Jan 23 shift 2","b4e74123-f4a0-4f5a-b0bd-11f44fde5466#Q43","q[4]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 29: …dt} = -\frac{d}$̲[Br^-]\${}{dt} …","-\frac{d[A]}{dt} = -\frac{d}$[Br^-]\${}{dt} = 2 \times  10^{-4} \text{ mol L}^{-1}\text{min}^{-1}","At 10:10 am, the rates of reactions I and II are equal. Reaction I: $$A \rightarrow$$ products (first order) Reaction II: $$5Br^-(aq) + BrO_3^-(aq) \rightarrow 3Br_2(aq) + 3H_2O(l)$$ At 10:10 am, $$-\"
"Mock:JEE Main 2026 Jan 23 shift 2","b4e74123-f4a0-4f5a-b0bd-11f44fde5466#Q43","q[5]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 18: …frac{\triangle}$̲[Br^{-}]\${}{\t…","-\frac{\triangle}$[Br^{-}]\${}{\triangle t}","Observe the following reactions at T(K). I. $$A\rightarrow$$products II. $$5Br^{-}(aq)+BrO_{3}\text{ } ^{-}(aq)\rightarrow 3Br_2(aq)+3H_2O(l)$$ Both the reactions are started at 10.00 am. The rates of"
"Mock:JEE Main 2026 Jan 23 shift 2","b4e74123-f4a0-4f5a-b0bd-11f44fde5466#Q71","q[0]","Got function '$' with no arguments as argument to '…'","KaTeX parse error: Got function '$' with no arguments as argument to '\Bigl' at position 18: …rac{d}{dx}\Bigl$̲[\frac{y}{x^{2}…","\frac{d}{dx}\Bigl$[\frac{y}{x^{2}-4}\Bigr]\$= -\,2x","The given differential equation is$$(x^{2}-4)\,y' \;-\;2x\,y \;+\;2x\,(4-x^{2})^{2}=0,\qquad x\gt 2$$ Rewrite it in the standard linear form $$y'+P(x)\,y=Q(x)$$. Divide the whole equation by $$x^{2}-4"
"Mock:JEE Main 2026 Jan 22 shift 2","35fae2b8-1c26-4358-9591-9e25fe111993#Q46","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 8: \log(1/$̲[H^+]^4) = 4 \t…","\log(1/$[H^+]^4) = 4 \times  pH","We have the electrochemical cell: $$Pt \mid O_2(g)(1 \text{ bar}) \mid HCl(aq) \| M^{2+}(aq, 1.0M) \mid M(s)$$ Given: $$E^\circ_{M^{2+}/M} = 0.994$$ V, $$E^\circ_{O_2/H_2O} = 1.23$$ V, and $$\frac{RT}"
"Mock:JEE Main 2026 Jan 22 shift 2","35fae2b8-1c26-4358-9591-9e25fe111993#Q52","q[0]","Got function '$' with no arguments as argument to '…'","KaTeX parse error: Got function '$' with no arguments as argument to '\Bigl' at position 53: …+(a-c+1)x+\Bigl$̲[\dfrac{(a-1)^{…","e^{(a-1)x}+2\cos bx+(c-2)e^{-x}=(c+1)+(a-c+1)x+\Bigl$[\dfrac{(a-1)^{2}}{2}-b^{2}+\dfrac{c-2}{2}\Bigr]\$x^{2}+O(x^{3}).","We have to evaluate $$L=\lim_{x \rightarrow 0}\dfrac{e^{(a-1)x}+2\cos bx+(c-2)e^{-x}}{x\cos x-\ln(1+x)}$$ and the question states that $$L=2$$. We shall expand the numerator and the denominator in Mac"
"Mock:JEE Main 2026 Jan 22 shift 2","35fae2b8-1c26-4358-9591-9e25fe111993#Q52","q[0]","Got function '$' with no arguments as argument to '…'","KaTeX parse error: Got function '$' with no arguments as argument to '\Bigl' at position 23: …-\ln(1+x)=\Bigl$̲[x-\dfrac{x^{3}…","x\cos x-\ln(1+x)=\Bigl$[x-\dfrac{x^{3}}{2}\Bigr]\$-\Bigl$[x-\dfrac{x^{2}}{2}+\dfrac{x^{3}}{3}\Bigr]\$+O(x^{4}) =\dfrac{x^{2}}{2}-\dfrac{x^{3}}{6}+O(x^{4}).","We have to evaluate $$L=\lim_{x \rightarrow 0}\dfrac{e^{(a-1)x}+2\cos bx+(c-2)e^{-x}}{x\cos x-\ln(1+x)}$$ and the question states that $$L=2$$. We shall expand the numerator and the denominator in Mac"
"Mock:JEE Main 2026 Jan 22 shift 2","35fae2b8-1c26-4358-9591-9e25fe111993#Q58","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 8: \text{}$̲M.D._{(median)}…","\text{}$M.D._{(median)}${}=\frac{1}{N}\sum_{i=1}^{N}\left|x_i-M\right|.","We have the data set $$k,2k,3k,\dots ,1000k$$; that is an arithmetic progression with first term $$k$$ and common difference $$k$$. Total number of terms, $$N=1000$$, is even. For an even-sized ordere"
"Mock:JEE Main 2026 Jan 22 shift 2","35fae2b8-1c26-4358-9591-9e25fe111993#Q62","q[3]","Expected & or \\ or \cr or \end at end of input: …x]^{2}-[x+3]-3","KaTeX parse error: Expected & or \\ or \cr or \end at end of input: …x]^{2}-[x+3]-3 ","  \begin{aligned} f(x)&=[x]^{2}-[x+3]-3 ","Let $$[\,\cdot\,]$$ denote the greatest-integer (floor) function. Write $$n=[x]$$. Then $$x\in[n,n+1)$$ with $$n\in\mathbb Z$$. Since $$x+3\in[n+3,n+4)$$, we have $$[x+3]=n+3$$. Hence for every $$x\in"
"Mock:JEE Main 2026 Jan 22 shift 2","35fae2b8-1c26-4358-9591-9e25fe111993#Q62","q[3]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 3:   $̲ Thus ","  $ Thus ","Let $$[\,\cdot\,]$$ denote the greatest-integer (floor) function. Write $$n=[x]$$. Then $$x\in[n,n+1)$$ with $$n\in\mathbb Z$$. Since $$x+3\in[n+3,n+4)$$, we have $$[x+3]=n+3$$. Hence for every $$x\in"
"Mock:JEE Main 2026 Jan 22 shift 2","35fae2b8-1c26-4358-9591-9e25fe111993#Q63","q[4]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 4: = 4$̲[\frac{2x^{3/2}…","= 4$[\frac{2x^{3/2}}{3}]_0^1 + 2\int_1^{\sqrt{2}} 2\sqrt{2-x^2}dx = \frac{8}{3} + 4\int_1^{\sqrt{2}}\sqrt{2-x^2}dx","Region: $$4x^2+y^2 \leq 8$$ (ellipse $$\frac{x^2}{2}+\frac{y^2}{8} \leq 1$$) and $$y^2 \leq 4x$$ (parabola). Intersection: $$4x^2+4x = 8$$: $$x^2+x-2=0$$: $$(x+2)(x-1)=0$$: $$x=1$$ (taking $$x \geq 0$"
"Mock:JEE Main 2026 Jan 22 shift 2","35fae2b8-1c26-4358-9591-9e25fe111993#Q63","q[4]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 35: …qrt{2-x^2}dx = $̲[\frac{x\sqrt{2…","\int_1^{\sqrt{2}}\sqrt{2-x^2}dx = $[\frac{x\sqrt{2-x^2}}{2}+\frac{2}{2}\sin^{-1}\frac{x}{\sqrt{2}}]_1^{\sqrt{2}} = (0+\frac{\pi}{2})-(\frac{1}{2}+\frac{\pi}{4}) = \frac{\pi}{4}-\frac{1}{2}","Region: $$4x^2+y^2 \leq 8$$ (ellipse $$\frac{x^2}{2}+\frac{y^2}{8} \leq 1$$) and $$y^2 \leq 4x$$ (parabola). Intersection: $$4x^2+4x = 8$$: $$x^2+x-2=0$$: $$(x+2)(x-1)=0$$: $$x=1$$ (taking $$x \geq 0$"
"Mock:JEE Main 2026 Jan 22 shift 2","35fae2b8-1c26-4358-9591-9e25fe111993#Q65","q[5]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 70: …ft[x^{2}\right]$̲\text{is discon…","\left\{x \in (-2,2): \text{the function,} g(x)= |x|\left[x^{2}\right]$\text{is discontinuous at x} \right\}.","Let $$\left[\cdot\right]$$ denote the greatest integer function, and let f (x) = $$\min \left\{\sqrt{2x},x^{2}\right\}$$. Let S = $$\left\{x \in (-2,2): \text{the function,} g(x)= |x|\left[x^{2}\right"
"Mock:JEE Main 2026 Jan 22 shift 2","35fae2b8-1c26-4358-9591-9e25fe111993#Q75","q[0]","Expected '…', got '…' at end of input: …eft( x^{1/3} -","KaTeX parse error: Expected '\right', got 'EOF' at end of input: …eft( x^{1/3} - "," \left( x^{1/3} - ","The expression \( \left( x^{1/3} - [x^{1/3}] \right) \) represents the fractional part of \( x^{1/3} \), which is periodic with period 27 (since \( (27n)^{1/3} = n \)). Thus, we compute the integral f"
"Mock:JEE Main 2026 Jan 22 shift 2","35fae2b8-1c26-4358-9591-9e25fe111993#Q75","q[0]","Expected '…', got '…'","KaTeX parse error: Expected 'EOF', got '\right' at position 2:  \̲r̲i̲g̲h̲t̲) "," \right) ","The expression \( \left( x^{1/3} - [x^{1/3}] \right) \) represents the fractional part of \( x^{1/3} \), which is periodic with period 27 (since \( (27n)^{1/3} = n \)). Thus, we compute the integral f"
"Mock:JEE Main 2026 Jan 22 shift 2","35fae2b8-1c26-4358-9591-9e25fe111993#Q75","q[1]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 42: …eft( x^{1/3} - $̲[x^{1/3}]\$ \ri…","(\alpha = \int_{0}^{64} \left( x^{1/3} - $[x^{1/3}]\$ \right)\, dx ","Let $$\left[\cdot\right]$$ be the greatest integer function. If $$(\alpha = \int_{0}^{64} \left( x^{1/3} - [x^{1/3}] \right)\, dx $$, then $$\frac{1}{\pi} \int_{0}^{\alpha\pi } \left( \frac{\sin^{2}\t"
"Mock:JEE Main 2025 Jan 22 shift 1","41a16f8e-db65-4ceb-8ec4-0adceb38055b#Q52","q[4]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 35: …(u - 1) \right]$̲ + C = -e^{u} (…","I = - \left[ e^{u} (u - 1) \right]$ + C = -e^{u} (u - 1) + C","The given differential equation is: $$y^{2}dx + \left( x - \frac{1}{y} \right)dy = 0$$ Rearranging terms to express in standard linear form: $$y^{2} \frac{dx}{dy} = -x + \frac{1}{y}$$ $$y^{2} \frac{dx"
"Mock:JEE Main 2025 Jan 22 shift 1","41a16f8e-db65-4ceb-8ec4-0adceb38055b#Q63","q[4]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 98: …}}\Bigr)\right]$̲\,dy.","A=2\int_{0}^{2\sqrt{3}}\left[\frac{y^{2}}{2\sqrt{3}}-\Bigl(2\sqrt{3}-\sqrt{12-y^{2}}\Bigr)\right]$\,dy.","The circle $$(x-2\sqrt{3})^{2}+y^{2}=12$$ has centre $$\left(2\sqrt{3},\,0\right)$$ and radius $$r=\sqrt{12}=2\sqrt{3}$$. The parabola $$y^{2}=2\sqrt{3}\,x$$ opens towards the positive $$x$$-axis and "
"Mock:JEE Main 2025 Jan 22 shift 1","41a16f8e-db65-4ceb-8ec4-0adceb38055b#Q63","q[4]","Got function '$' with no arguments as argument to '…'","KaTeX parse error: Got function '$' with no arguments as argument to '\Biggl' at position 10: A=2\Biggl$̲[\;\underbrace{…","A=2\Biggl$[\;\underbrace{\int_{0}^{2\sqrt{3}}\sqrt{12-y^{2}}\,dy}_{I_{1}}\;+\;\underbrace{\int_{0}^{2\sqrt{3}}\left(\frac{y^{2}}{2\sqrt{3}}-2\sqrt{3}\right)dy}_{I_{2}}\;\Biggr]\$.","The circle $$(x-2\sqrt{3})^{2}+y^{2}=12$$ has centre $$\left(2\sqrt{3},\,0\right)$$ and radius $$r=\sqrt{12}=2\sqrt{3}$$. The parabola $$y^{2}=2\sqrt{3}\,x$$ opens towards the positive $$x$$-axis and "
"Mock:JEE Main 2025 April 2 shift 1","a97a7f36-3b63-4dbe-ba00-0e7e42f4896d#Q2","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 29: …a}{b^2} \right]$̲ = \frac{ML^5T^…","\left[ \frac{a}{b^2} \right]$ = \frac{ML^5T^{-2}}{(L^3)^2} = \frac{ML^5T^{-2}}{L^6} = ML^{-1}T^{-2}","In the van der Waals equation $(P + \frac{a}{V^2})(V - b) = RT$, the principle of dimensional homogeneity requires that terms added or subtracted must have the same dimensions. Thus, $[P] = [\frac{a}{"
"Mock:JEE Main 2025 April 2 shift 1","a97a7f36-3b63-4dbe-ba00-0e7e42f4896d#Q18","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 46: …\Rightarrow \; $̲[M\,L^{-1}\,T^{…","\eta = \dfrac{\tau}{dv/dy} \; \Rightarrow \; $[M\,L^{-1}\,T^{-2}]\$ \; / \; $[T^{-1}]\$ = [M\,L^{-1}\,T^{-1}]","We first write one standard defining relation for each physical quantity and then deduce its dimensional formula. Case A: Coefficient of viscosity ($$\eta$$) Shear stress $$\tau = \eta \dfrac{dv}{dy}\"
"Mock:JEE Main 2025 April 2 shift 1","a97a7f36-3b63-4dbe-ba00-0e7e42f4896d#Q18","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 31: …L^{2}\,T^{-3}]}$̲}{[L^{2}]\${} =…","I = \dfrac{[M\,L^{2}\,T^{-3}]}$}{[L^{2}]\${} = [M\,L^{0}\,T^{-3}]","We first write one standard defining relation for each physical quantity and then deduce its dimensional formula. Case A: Coefficient of viscosity ($$\eta$$) Shear stress $$\tau = \eta \dfrac{dv}{dy}\"
"Mock:JEE Main 2025 April 2 shift 1","a97a7f36-3b63-4dbe-ba00-0e7e42f4896d#Q18","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 39: …^{-1}\,T^{-2}]}$̲}{[L]} = [M\,L^…","\nabla P = \dfrac{[M\,L^{-1}\,T^{-2}]}$}{[L]} = [M\,L^{-2}\,T^{-2}]","We first write one standard defining relation for each physical quantity and then deduce its dimensional formula. Case A: Coefficient of viscosity ($$\eta$$) Shear stress $$\tau = \eta \dfrac{dv}{dy}\"
"Mock:JEE Main 2025 April 2 shift 1","a97a7f36-3b63-4dbe-ba00-0e7e42f4896d#Q34","q[4]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 10: K_{sp} = $̲[A^{2+}]\","K_{sp} = $[A^{2+}]\","When the salt $$AB_2$$ dissolves, it produces one divalent cation $$A^{2+}$$ and two anions $$B^-$$: $$AB_2 \rightarrow A^{2+} + 2B^-$$ The salt $$XY$$ produces one monovalent cation $$X^{+}$$ and one"
"Mock:JEE Main 2025 April 2 shift 1","a97a7f36-3b63-4dbe-ba00-0e7e42f4896d#Q38","q[4]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 1: $̲H_2N-NH_2 \lt N…","$H_2N-NH_2 \lt NH_3 \lt (CH_3CH_2)_3N \lt CH_3CH_2NH_2 \lt (CH_3CH_2)_2NH","We need to arrange the following bases in increasing order of basic nature in aqueous solution: $$NH_3$$, $$H_2N-NH_2$$, $$CH_3CH_2NH_2$$, $$(CH_3CH_2)_2NH$$, and $$(CH_3CH_2)_3N$$. The basicity of am"
"Mock:JEE Main 2025 April 2 shift 1","a97a7f36-3b63-4dbe-ba00-0e7e42f4896d#Q56","q[0]","Got function '$' with no arguments as argument to '…'","KaTeX parse error: Got function '$' with no arguments as argument to '\bigl' at position 26: …x^{1/3})- \bigl$̲[1+x^{-1/2}+2x^…","\Delta=(1+x^{1/3})- \bigl$[1+x^{-1/2}+2x^{-1}+2x^{-3/2}+2x^{-2}+\cdot s\bigr]\$ =x^{1/3}-x^{-1/2}-2x^{-1}-2x^{-3/2}-2x^{-2}-\cdot s\;.","Write the expression inside the tenth power as $$\Delta = \frac{x+1}{x^{2/3}+1-x^{1/3}}-\frac{x+1}{x-x^{1/2}},\qquad x\gt 1$$ Step 1 (first fraction) Factor the denominator as $$1-x^{1/3}+x^{2/3}=\dfr"
"Mock:JEE Main 2025 April 2 shift 1","a97a7f36-3b63-4dbe-ba00-0e7e42f4896d#Q67","q[4]","Expected & or \\ or \cr or \end at end of input: …k \end{vmatrix}","KaTeX parse error: Expected & or \\ or \cr or \end at end of input: …k \end{vmatrix}"," \begin{aligned} \overrightarrow{PQ}\times \overrightarrow{QR} &=\begin{vmatrix} \mathbf{i}&\mathbf{j}&\mathbf{k}\\ 5a-3 & 2a-1 & 3a-7\\ 5k & 2k & 3k \end{vmatrix}","The line having both Q and R can be written in parametric form as $$(x,y,z)=\left(5t-3,\;2t+1,\;3t-4\right),\quad t\in\mathbb{R}\; -(1)$$ Let $$t=a$$ give point $$Q$$ and $$t=b$$ give point $$R$$: $$Q"
"Mock:JEE Main 2025 April 2 shift 1","a97a7f36-3b63-4dbe-ba00-0e7e42f4896d#Q69","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 14: \det(A) = -4.$̲ ","\det(A) = -4.$ ","We are given $$A + I = \begin{bmatrix} 1 & a & 1 \\ 2 & 1 & 0 \\ a & 1 & 2 \end{bmatrix}, \qquad \det(A) = -4.$$ Subtracting the identity matrix $$I$$, we find $$A = \begin{bmatrix} 1-1 & a-0 & 1-0 \\"
"Mock:JEE Main 2025 April 2 shift 1","a97a7f36-3b63-4dbe-ba00-0e7e42f4896d#Q71","q[0]","Got function '$' with no arguments as argument to '…'","KaTeX parse error: Got function '$' with no arguments as argument to '\bigl' at position 23: …}^{e^{3}} \bigl$̲[e^{1-x}\bigr]\…","\int_{0}^{e^{3}} \bigl$[e^{1-x}\bigr]\$ \, dx.","The integrand can be rewritten in exponential form: $$\frac{1}{e^{x-1}} = e^{-(x-1)} = e^{1-x}.$$ Therefore the integral becomes $$\int_{0}^{e^{3}} \bigl[e^{1-x}\bigr] \, dx.$$ Because $$e^{1-x}$$ is "
"Mock:JEE Main 2025 April 2 shift 1","a97a7f36-3b63-4dbe-ba00-0e7e42f4896d#Q71","q[0]","Got function '$' with no arguments as argument to '…'","KaTeX parse error: Got function '$' with no arguments as argument to '\bigl' at position 6: \bigl$̲[e^{1-x}\bigr]\…","\bigl$[e^{1-x}\bigr]\$ = 0.","The integrand can be rewritten in exponential form: $$\frac{1}{e^{x-1}} = e^{-(x-1)} = e^{1-x}.$$ Therefore the integral becomes $$\int_{0}^{e^{3}} \bigl[e^{1-x}\bigr] \, dx.$$ Because $$e^{1-x}$$ is "
"Mock:JEE Main 2025 April 2 shift 1","a97a7f36-3b63-4dbe-ba00-0e7e42f4896d#Q71","q[0]","Got function '$' with no arguments as argument to '…'","KaTeX parse error: Got function '$' with no arguments as argument to '\bigl' at position 23: …}^{e^{3}} \bigl$̲[e^{1-x}\bigr]\…","\int_{0}^{e^{3}} \bigl$[e^{1-x}\bigr]\$ \, dx = \int_{0}^{1} \bigl$[e^{1-x}\bigr]\$ \, dx + \int_{1}^{e^{3}} 0 \, dx = \int_{0}^{1} \bigl$[e^{1-x}\bigr]\$ \, dx.","The integrand can be rewritten in exponential form: $$\frac{1}{e^{x-1}} = e^{-(x-1)} = e^{1-x}.$$ Therefore the integral becomes $$\int_{0}^{e^{3}} \bigl[e^{1-x}\bigr] \, dx.$$ Because $$e^{1-x}$$ is "
"Mock:JEE Main 2025 April 2 shift 1","a97a7f36-3b63-4dbe-ba00-0e7e42f4896d#Q71","q[0]","Got function '$' with no arguments as argument to '…'","KaTeX parse error: Got function '$' with no arguments as argument to '\bigl' at position 19: …t_{0}^{1} \bigl$̲[e^{1-x}\bigr]\…","\int_{0}^{1} \bigl$[e^{1-x}\bigr]\$\,dx = \int_{0}^{\,1-\ln 2} 2 \, dx \;+\; \int_{\,1-\ln 2}^{1} 1 \, dx.","The integrand can be rewritten in exponential form: $$\frac{1}{e^{x-1}} = e^{-(x-1)} = e^{1-x}.$$ Therefore the integral becomes $$\int_{0}^{e^{3}} \bigl[e^{1-x}\bigr] \, dx.$$ Because $$e^{1-x}$$ is "
"Mock:JEE Main 2025 April 2 shift 1","a97a7f36-3b63-4dbe-ba00-0e7e42f4896d#Q71","q[1]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 44: …e^{x-1}}\right]$̲ dx = \alpha - …","\int_0^{e^3} \left[\frac{1}{e^{x-1}}\right]$ dx = \alpha - \log_e 2","Let $$[\cdot]$$ denote the greatest integer function. If $$\int_0^{e^3} \left[\frac{1}{e^{x-1}}\right] dx = \alpha - \log_e 2$$, then $$\alpha^3$$ is equal to _____."
"Mock:JEE Main 2025 April 2 shift 1","a97a7f36-3b63-4dbe-ba00-0e7e42f4896d#Q73","q[0]","Got function '$' with no arguments as argument to '…'","KaTeX parse error: Got function '$' with no arguments as argument to '\bigl' at position 28: …sqrt2}^{2}\bigl$̲[x^2-(4-x^2)\bi…"," A_1=\int_{\sqrt2}^{2}\bigl$[x^2-(4-x^2)\bigr]\$\,dx =\int_{\sqrt2}^{2}\bigl(2x^2-4\bigr)\,dx =2\int_{\sqrt2}^{2}(x^2-2)\,dx. ","The region is described by the simultaneous inequalities $$|4-x^2|\le y\le x^2,\; y\le 4,\; x\ge 0$$. Combine the two upper bounds $$y\le x^2$$ and $$y\le 4$$ into a single bound: upper bound $$= \min"
"Mock:JEE Main 2025 April 2 shift 1","a97a7f36-3b63-4dbe-ba00-0e7e42f4896d#Q73","q[0]","Got function '$' with no arguments as argument to '…'","KaTeX parse error: Got function '$' with no arguments as argument to '\bigl' at position 29: …^{2\sqrt2}\bigl$̲[4-(x^2-4)\bigr…"," A_2=\int_{2}^{2\sqrt2}\bigl$[4-(x^2-4)\bigr]\$\,dx =\int_{2}^{2\sqrt2}(8-x^2)\,dx =\left[8x-\frac{x^3}{3}\right]_{2}^{2\sqrt2}. ","The region is described by the simultaneous inequalities $$|4-x^2|\le y\le x^2,\; y\le 4,\; x\ge 0$$. Combine the two upper bounds $$y\le x^2$$ and $$y\le 4$$ into a single bound: upper bound $$= \min"
"Mock:JEE Main 2025 April 8 shift 2","115953f3-5c72-430a-ae9b-5b49892215ab#Q20","q[1]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 3: 10$̲[1-(2-x)^2]^{1/…","10$[1-(2-x)^2]^{1/2}","B. $$10[1-(2-x)^2]^{1/2}$$ m/s"
"Mock:JEE Main 2025 April 8 shift 2","115953f3-5c72-430a-ae9b-5b49892215ab#Q20","q[3]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 3: 10$̲[1-(2-x)^2]^2","10$[1-(2-x)^2]^2","D. $$10[1-(2-x)^2]^2$$ m/s"
"Mock:JEE Main 2025 April 8 shift 2","115953f3-5c72-430a-ae9b-5b49892215ab#Q20","q[4]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 41: … x)^{2}} = 10\,$̲[\,1 - (2 - x)^…","v = 10 \sqrt{1^{2} - (2 - x)^{2}} = 10\,$[\,1 - (2 - x)^{2}\,]^{1/2}\,\text{m\,s}^{-1}.","Let the natural (unstretched) length of the spring be $$L_0 = 2\,\text{m}$$. The free end of the spring is fixed to the wall and the block of mass $$m = 2\,\text{kg}$$ is attached to the other end. Wh"
"Mock:JEE Main 2025 April 8 shift 2","115953f3-5c72-430a-ae9b-5b49892215ab#Q20","q[4]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 17: …displaystyle 10$̲[1 - (2 - x)^{2…","\displaystyle 10$[1 - (2 - x)^{2}]^{1/2}\,\text{m\,s}^{-1}\;.","Let the natural (unstretched) length of the spring be $$L_0 = 2\,\text{m}$$. The free end of the spring is fixed to the wall and the block of mass $$m = 2\,\text{kg}$$ is attached to the other end. Wh"
